Date;Time;CO(GT);NO2(GT);NOx(GT);PT08.S5(O3);T;RH;AH
29/01/2024;01.00.00;4.8;71.0;107.0;817.0;23.1;70.6;0.84
29/01/2024;02.00.00;4.4;98.0;147.0;839.0;26.5;63.5;0.78
29/01/2024;03.00.00;4.9;81.0;122.0;769.0;28.1;67.5;1.5
29/01/2024;04.00.00;4.9;100.0;150.0;1202.0;22.0;61.1;1.25
29/01/2024;05.00.00;6.6;106.0;159.0;936.0;24.2;54.2;1.14
29/01/2024;06.00.00;6.5;105.0;157.0;1215.0;30.0;53.8;0.86
29/01/2024;07.00.00;6.9;95.0;142.0;1144.0;24.7;44.1;0.55
29/01/2024;08.00.00;6.9;107.0;160.0;1255.0;24.8;38.6;0.53
29/01/2024;09.00.00;6.1;105.0;158.0;1035.0;20.5;43.4;1.05
29/01/2024;10.00.00;6.6;99.0;148.0;947.0;22.8;32.8;1.26
29/01/2024;11.00.00;7.2;113.0;169.0;1021.0;25.2;38.7;1.04
29/01/2024;12.00.00;6.4;98.0;147.0;854.0;22.6;35.2;1.34
29/01/2024;13.00.00;7.3;121.0;182.0;747.0;17.5;23.9;0.53
29/01/2024;14.00.00;6.7;103.0;155.0;675.0;16.7;34.1;0.87
29/01/2024;15.00.00;6.5;108.0;161.0;500.0;14.2;41.1;0.74
29/01/2024;16.00.00;15.0;211.0;316.0;575.0;14.0;40.5;0.95
29/01/2024;17.00.00;6.5;96.0;144.0;512.0;11.3;33.4;0.57
29/01/2024;18.00.00;5.8;101.0;151.0;500.0;14.8;56.6;1.45
29/01/2024;19.00.00;6.3;86.0;130.0;500.0;18.2;54.7;0.72
29/01/2024;20.00.00;12.4;192.0;289.0;500.0;16.4;59.7;1.42
29/01/2024;21.00.00;5.6;71.0;106.0;500.0;19.2;58.2;0.93
29/01/2024;22.00.00;5.4;83.0;125.0;653.0;19.6;65.6;1.49
29/01/2024;23.00.00;4.9;100.0;150.0;925.0;17.6;73.7;1.05
30/01/2024;00.00.00;5.2;70.0;105.0;973.0;18.5;61.3;1.43
30/01/2024;01.00.00;4.4;74.0;111.0;694.0;19.9;72.8;0.51
30/01/2024;02.00.00;5.6;87.0;131.0;1100.0;19.1;65.0;1.25
30/01/2024;03.00.00;5.2;86.0;129.0;1295.0;23.6;56.3;1.4
30/01/2024;04.00.00;5.2;91.0;137.0;1208.0;18.5;68.6;0.64
30/01/2024;05.00.00;6.3;96.0;144.0;1361.0;26.0;55.8;0.6
30/01/2024;06.00.00;5.6;101.0;152.0;1522.0;25.1;53.4;0.92
30/01/2024;07.00.00;5.6;110.0;165.0;1350.0;25.8;44.8;1.43
30/01/2024;08.00.00;5.7;107.0;160.0;1186.0;26.4;38.5;1.04
30/01/2024;09.00.00;7.0;103.0;155.0;1250.0;23.9;40.2;1.03
30/01/2024;10.00.00;6.2;115.0;172.0;1023.0;25.8;44.9;0.64
30/01/2024;11.00.00;15.0;257.0;385.0;907.0;22.5;34.0;0.5
30/01/2024;12.00.00;6.0;109.0;163.0;744.0;18.5;34.9;1.31
30/01/2024;13.00.00;7.8;100.0;150.0;947.0;18.2;42.8;0.59
30/01/2024;14.00.00;7.0;119.0;179.0;500.0;13.0;35.5;1.13
30/01/2024;15.00.00;6.7;104.0;157.0;762.0;14.7;41.9;1.41
30/01/2024;16.00.00;6.2;81.0;121.0;534.0;14.9;46.9;0.71
30/01/2024;17.00.00;6.5;107.0;161.0;500.0;16.3;45.1;1.17
30/01/2024;18.00.00;6.0;90.0;134.0;500.0;13.5;51.5;0.58
30/01/2024;19.00.00;6.3;90.0;135.0;500.0;12.7;57.2;1.1
30/01/2024;20.00.00;5.6;91.0;136.0;554.0;11.9;55.5;0.66
30/01/2024;21.00.00;5.4;86.0;129.0;659.0;15.3;64.7;1.24
30/01/2024;22.00.00;5.0;89.0;134.0;505.0;21.4;60.3;0.8
30/01/2024;23.00.00;5.0;76.0;114.0;716.0;19.2;61.1;0.96
31/01/2024;00.00.00;5.2;85.0;128.0;1113.0;21.9;57.4;1.1
31/01/2024;01.00.00;4.2;78.0;117.0;823.0;19.5;62.0;0.67
31/01/2024;02.00.00;4.5;89.0;134.0;831.0;19.4;58.9;1.24
31/01/2024;03.00.00;5.7;91.0;136.0;1320.0;21.1;58.6;0.8
31/01/2024;04.00.00;14.0;156.0;234.0;1460.0;24.1;60.6;1.16
31/01/2024;05.00.00;5.6;102.0;153.0;1187.0;20.8;45.3;0.66
31/01/2024;06.00.00;6.0;90.0;134.0;1362.0;23.0;40.1;1.19
31/01/2024;07.00.00;6.4;107.0;160.0;1401.0;23.7;42.4;0.63
31/01/2024;08.00.00;6.2;106.0;159.0;1028.0;21.7;44.8;0.93
31/01/2024;09.00.00;6.3;124.0;186.0;1005.0;19.3;40.8;0.75
31/01/2024;10.00.00;7.0;106.0;159.0;1197.0;23.1;33.2;1.25
31/01/2024;11.00.00;6.5;106.0;159.0;1173.0;21.4;41.4;0.76
31/01/2024;12.00.00;7.2;110.0;165.0;890.0;21.6;31.7;1.38
31/01/2024;13.00.00;6.1;106.0;160.0;556.0;16.5;37.8;1.39
31/01/2024;14.00.00;7.4;116.0;174.0;918.0;19.0;35.2;0.7
31/01/2024;15.00.00;6.9;89.0;134.0;500.0;19.5;35.0;1.11
31/01/2024;16.00.00;6.6;92.0;138.0;500.0;16.2;39.5;0.59
31/01/2024;17.00.00;6.8;88.0;132.0;500.0;14.0;49.8;0.89
31/01/2024;18.00.00;15.0;209.0;314.0;649.0;15.3;51.8;1.21
31/01/2024;19.00.00;6.2;108.0;162.0;550.0;13.9;58.7;1.16
31/01/2024;20.00.00;4.6;86.0;130.0;520.0;14.0;59.3;1.12
31/01/2024;21.00.00;4.7;83.0;124.0;591.0;17.8;52.6;0.78
31/01/2024;22.00.00;12.1;165.0;248.0;607.0;17.2;73.6;0.88
31/01/2024;23.00.00;5.0;92.0;138.0;786.0;21.1;66.4;0.6
01/02/2024;00.00.00;13.1;141.0;212.0;500.0;19.1;67.6;1.22
01/02/2024;01.00.00;4.7;83.0;124.0;856.0;20.6;62.6;1.0
01/02/2024;02.00.00;5.2;92.0;138.0;1039.0;21.4;68.6;1.21
01/02/2024;03.00.00;12.3;179.0;268.0;899.0;21.3;55.1;0.75
01/02/2024;04.00.00;13.0;179.0;268.0;1208.0;26.0;60.5;0.82
01/02/2024;05.00.00;5.0;101.0;152.0;1154.0;29.2;43.5;0.83
01/02/2024;06.00.00;5.5;68.0;102.0;1481.0;24.2;53.4;0.53
01/02/2024;07.00.00;5.6;106.0;158.0;1438.0;23.5;40.7;0.84
01/02/2024;08.00.00;6.0;96.0;144.0;1072.0;22.8;43.9;1.3
01/02/2024;09.00.00;7.2;87.0;131.0;1059.0;22.2;46.2;1.4
01/02/2024;10.00.00;6.4;113.0;170.0;988.0;25.8;41.1;1.02
01/02/2024;11.00.00;8.3;123.0;185.0;831.0;19.9;41.6;0.96
01/02/2024;12.00.00;7.2;109.0;163.0;831.0;18.8;40.6;0.53
01/02/2024;13.00.00;7.1;119.0;179.0;575.0;16.2;32.9;1.38
01/02/2024;14.00.00;6.4;124.0;186.0;500.0;18.1;40.0;0.51
01/02/2024;15.00.00;7.1;119.0;178.0;617.0;16.3;30.8;1.44
01/02/2024;16.00.00;6.2;119.0;178.0;554.0;13.4;39.1;0.99
01/02/2024;17.00.00;6.3;106.0;159.0;500.0;13.4;53.1;0.84
01/02/2024;18.00.00;7.3;96.0;144.0;543.0;18.1;48.1;1.42
01/02/2024;19.00.00;5.7;75.0;113.0;500.0;15.2;44.5;0.52
01/02/2024;20.00.00;15.0;170.0;255.0;500.0;15.9;67.6;1.08
01/02/2024;21.00.00;4.9;76.0;114.0;648.0;16.7;63.4;1.05
01/02/2024;22.00.00;5.1;104.0;156.0;595.0;20.3;66.8;0.72
01/02/2024;23.00.00;5.9;79.0;118.0;769.0;16.6;59.6;0.93
02/02/2024;00.00.00;4.7;81.0;122.0;717.0;19.2;66.4;1.15
02/02/2024;01.00.00;5.9;86.0;129.0;872.0;21.0;65.8;1.23
02/02/2024;02.00.00;5.5;82.0;124.0;967.0;19.1;58.9;0.5
02/02/2024;03.00.00;12.5;203.0;304.0;963.0;21.7;59.8;1.44
02/02/2024;04.00.00;5.8;81.0;122.0;1118.0;26.4;50.0;0.66
02/02/2024;05.00.00;6.2;93.0;140.0;939.0;26.4;52.1;0.73
02/02/2024;06.00.00;6.3;88.0;131.0;1121.0;26.9;54.9;0.76
02/02/2024;07.00.00;5.5;86.0;129.0;1141.0;23.7;42.4;0.54
02/02/2024;08.00.00;6.1;96.0;145.0;1105.0;23.4;52.0;0.62
02/02/2024;09.00.00;6.6;105.0;158.0;1044.0;20.0;32.2;1.49
02/02/2024;10.00.00;6.8;104.0;156.0;990.0;24.4;35.7;0.82
02/02/2024;11.00.00;7.3;103.0;154.0;980.0;23.5;32.2;0.62
02/02/2024;12.00.00;7.1;96.0;144.0;940.0;22.2;34.1;0.61
02/02/2024;13.00.00;6.3;109.0;163.0;593.0;21.9;42.4;1.22
02/02/2024;14.00.00;7.1;93.0;139.0;500.0;18.3;32.1;1.35
02/02/2024;15.00.00;7.0;113.0;170.0;500.0;19.6;37.1;0.76
02/02/2024;16.00.00;6.8;103.0;155.0;500.0;15.3;45.8;0.52
02/02/2024;17.00.00;6.8;84.0;126.0;500.0;11.6;46.6;0.72
02/02/2024;18.00.00;6.4;92.0;138.0;500.0;16.7;50.9;0.56
02/02/2024;19.00.00;6.0;84.0;125.0;500.0;11.6;49.1;0.6
02/02/2024;20.00.00;5.5;91.0;136.0;500.0;16.0;57.1;0.93
02/02/2024;21.00.00;4.5;98.0;147.0;546.0;18.4;66.3;0.73
02/02/2024;22.00.00;5.3;63.0;95.0;695.0;18.1;54.9;1.02
02/02/2024;23.00.00;5.1;82.0;122.0;607.0;23.3;61.0;0.75
03/02/2024;00.00.00;12.8;157.0;235.0;734.0;16.1;55.9;1.44
03/02/2024;01.00.00;4.4;87.0;131.0;755.0;21.1;67.2;1.41
03/02/2024;02.00.00;4.6;84.0;126.0;995.0;22.5;69.1;1.07
03/02/2024;03.00.00;5.8;77.0;115.0;947.0;20.8;59.7;0.85
03/02/2024;04.00.00;5.5;84.0;126.0;1238.0;22.0;52.5;0.88
03/02/2024;05.00.00;6.1;83.0;125.0;901.0;23.1;49.0;0.91
03/02/2024;06.00.00;6.0;106.0;159.0;1142.0;22.8;48.5;1.23
03/02/2024;07.00.00;6.3;99.0;149.0;1235.0;24.6;44.6;0.95
03/02/2024;08.00.00;7.0;122.0;182.0;1176.0;23.1;47.1;1.36
03/02/2024;09.00.00;6.4;105.0;157.0;1514.0;24.2;36.0;1.44
03/02/2024;10.00.00;6.9;101.0;151.0;1056.0;23.8;39.2;0.84
03/02/2024;11.00.00;6.7;94.0;142.0;743.0;22.5;34.0;1.06
03/02/2024;12.00.00;6.8;92.0;138.0;785.0;19.2;31.3;0.6
03/02/2024;13.00.00;6.8;94.0;140.0;500.0;19.3;33.9;0.7
03/02/2024;14.00.00;7.0;111.0;166.0;587.0;19.6;38.7;0.91
03/02/2024;15.00.00;6.5;111.0;166.0;500.0;17.4;44.0;0.71
03/02/2024;16.00.00;7.1;87.0;130.0;600.0;19.4;41.2;1.38
03/02/2024;17.00.00;5.8;108.0;162.0;500.0;17.1;40.1;0.66
03/02/2024;18.00.00;5.9;90.0;135.0;500.0;18.4;55.0;0.96
03/02/2024;19.00.00;5.5;93.0;139.0;500.0;10.2;49.4;1.11
03/02/2024;20.00.00;6.2;104.0;155.0;732.0;15.9;58.8;1.19
03/02/2024;21.00.00;5.4;93.0;140.0;500.0;15.8;60.5;0.88
03/02/2024;22.00.00;5.6;79.0;119.0;893.0;17.3;62.2;1.37
03/02/2024;23.00.00;4.3;72.0;107.0;827.0;17.1;62.1;1.07
04/02/2024;00.00.00;5.1;58.0;88.0;877.0;20.8;68.1;0.94
04/02/2024;01.00.00;5.5;73.0;110.0;963.0;17.7;46.6;0.57
04/02/2024;02.00.00;5.2;80.0;120.0;1063.0;23.3;68.7;0.96
04/02/2024;03.00.00;5.8;75.0;112.0;774.0;22.0;56.0;1.32
04/02/2024;04.00.00;5.2;86.0;129.0;1102.0;23.3;59.5;1.11
04/02/2024;05.00.00;6.4;92.0;138.0;1322.0;25.7;55.7;1.33
04/02/2024;06.00.00;7.1;93.0;139.0;1192.0;25.2;56.4;0.99
04/02/2024;07.00.00;6.1;92.0;139.0;962.0;26.9;47.1;0.62
04/02/2024;08.00.00;6.3;104.0;156.0;1138.0;22.4;38.4;0.51
04/02/2024;09.00.00;7.4;110.0;165.0;1355.0;23.4;31.4;0.8
04/02/2024;10.00.00;7.7;97.0;146.0;1200.0;24.3;35.3;1.2
04/02/2024;11.00.00;6.7;124.0;185.0;894.0;22.0;25.7;1.29
04/02/2024;12.00.00;6.8;109.0;164.0;952.0;20.9;31.9;0.8
04/02/2024;13.00.00;6.8;110.0;165.0;638.0;20.9;34.0;1.0
04/02/2024;14.00.00;6.2;115.0;173.0;500.0;16.7;33.6;0.92
04/02/2024;15.00.00;6.2;108.0;162.0;500.0;15.2;39.6;0.91
04/02/2024;16.00.00;6.0;112.0;168.0;704.0;16.8;41.3;0.73
04/02/2024;17.00.00;5.9;102.0;153.0;500.0;14.9;44.5;0.64
04/02/2024;18.00.00;6.0;89.0;133.0;500.0;17.2;37.9;0.7
04/02/2024;19.00.00;5.9;95.0;142.0;500.0;15.9;47.4;0.56
04/02/2024;20.00.00;6.3;76.0;114.0;758.0;14.4;60.7;0.7
04/02/2024;21.00.00;4.8;85.0;128.0;777.0;17.1;64.6;0.51
04/02/2024;22.00.00;5.6;82.0;123.0;955.0;15.7;53.8;1.13
04/02/2024;23.00.00;4.9;78.0;118.0;671.0;20.6;60.4;0.82
05/02/2024;00.00.00;5.0;79.0;118.0;847.0;17.2;70.4;1.47
05/02/2024;01.00.00;5.4;62.0;93.0;661.0;23.7;60.9;0.69
05/02/2024;02.00.00;4.6;77.0;115.0;1236.0;23.1;62.4;0.85
05/02/2024;03.00.00;5.5;85.0;128.0;896.0;23.2;67.8;0.86
05/02/2024;04.00.00;5.6;89.0;134.0;1181.0;25.9;55.7;0.51
05/02/2024;05.00.00;6.0;81.0;121.0;1011.0;25.9;51.4;1.34
05/02/2024;06.00.00;6.1;108.0;161.0;1106.0;27.7;49.2;0.53
05/02/2024;07.00.00;7.5;90.0;135.0;1052.0;27.5;55.4;1.44
05/02/2024;08.00.00;6.2;112.0;168.0;1049.0;25.0;44.7;1.39
05/02/2024;09.00.00;6.4;110.0;165.0;997.0;21.8;39.5;1.04
05/02/2024;10.00.00;6.6;102.0;152.0;912.0;21.4;34.4;1.04
05/02/2024;11.00.00;6.7;127.0;191.0;1037.0;21.2;38.2;1.15
05/02/2024;12.00.00;6.7;98.0;147.0;623.0;22.2;38.3;0.89
05/02/2024;13.00.00;7.6;119.0;178.0;732.0;17.8;30.1;1.15
05/02/2024;14.00.00;7.6;118.0;177.0;795.0;16.8;40.4;0.54
05/02/2024;15.00.00;6.4;99.0;148.0;500.0;20.2;38.6;0.55
05/02/2024;16.00.00;6.1;116.0;175.0;500.0;15.5;42.6;0.96
05/02/2024;17.00.00;6.5;96.0;145.0;500.0;13.9;41.7;1.05
05/02/2024;18.00.00;5.7;98.0;147.0;589.0;16.6;48.0;1.39
05/02/2024;19.00.00;6.1;94.0;141.0;500.0;15.1;48.7;0.6
05/02/2024;20.00.00;5.6;86.0;129.0;500.0;12.9;52.1;1.32
05/02/2024;21.00.00;4.5;93.0;139.0;595.0;18.5;62.5;0.71
05/02/2024;22.00.00;5.9;90.0;135.0;500.0;16.0;61.2;0.89
05/02/2024;23.00.00;5.9;63.0;95.0;805.0;18.8;58.0;0.82
06/02/2024;00.00.00;4.7;93.0;140.0;865.0;19.9;75.9;0.9
06/02/2024;01.00.00;4.8;64.0;96.0;854.0;21.8;58.9;0.65
06/02/2024;02.00.00;5.3;92.0;139.0;866.0;18.1;68.5;1.0
06/02/2024;03.00.00;5.5;96.0;143.0;941.0;22.9;53.2;1.3
06/02/2024;04.00.00;5.8;77.0;115.0;1232.0;26.6;59.8;0.94
06/02/2024;05.00.00;6.7;87.0;131.0;1383.0;27.4;52.6;0.99
06/02/2024;06.00.00;5.9;84.0;126.0;1098.0;23.0;46.9;1.35
06/02/2024;07.00.00;5.9;97.0;145.0;1260.0;26.7;47.1;1.21
06/02/2024;08.00.00;14.5;199.0;298.0;812.0;22.8;42.8;0.99
06/02/2024;09.00.00;6.3;113.0;170.0;989.0;22.8;35.3;0.76
06/02/2024;10.00.00;6.8;121.0;182.0;995.0;21.9;32.7;1.38
06/02/2024;11.00.00;7.9;123.0;185.0;758.0;21.5;27.6;1.08
06/02/2024;12.00.00;6.7;104.0;157.0;650.0;22.0;36.5;0.72
06/02/2024;13.00.00;7.1;107.0;161.0;590.0;19.2;29.2;0.77
06/02/2024;14.00.00;6.9;91.0;137.0;647.0;17.2;37.0;1.3
06/02/2024;15.00.00;7.3;98.0;146.0;500.0;18.4;42.4;0.54
06/02/2024;16.00.00;7.8;112.0;168.0;500.0;14.1;43.5;1.49
06/02/2024;17.00.00;6.0;115.0;173.0;500.0;15.0;42.5;0.63
06/02/2024;18.00.00;5.8;83.0;124.0;500.0;17.0;54.5;1.3
06/02/2024;19.00.00;6.3;85.0;128.0;500.0;16.2;51.8;0.89
06/02/2024;20.00.00;5.8;87.0;131.0;500.0;14.7;50.8;0.99
06/02/2024;21.00.00;6.2;87.0;131.0;500.0;13.4;59.2;1.38
06/02/2024;22.00.00;5.4;74.0;111.0;516.0;18.1;65.9;0.91
06/02/2024;23.00.00;4.9;85.0;127.0;919.0;15.5;61.1;1.04
07/02/2024;00.00.00;5.3;75.0;113.0;738.0;19.6;69.4;0.55
07/02/2024;01.00.00;5.6;80.0;121.0;965.0;23.7;60.6;0.5
07/02/2024;02.00.00;13.9;175.0;262.0;1023.0;23.7;59.8;0.74
07/02/2024;03.00.00;5.5;84.0;127.0;742.0;19.5;55.4;1.18
07/02/2024;04.00.00;6.0;83.0;125.0;1269.0;24.7;60.9;0.62
07/02/2024;05.00.00;6.3;90.0;135.0;1221.0;24.2;53.6;0.61
07/02/2024;06.00.00;6.7;94.0;141.0;1281.0;22.5;45.1;0.91
07/02/2024;07.00.00;6.6;95.0;143.0;1815.0;25.5;44.1;1.15
07/02/2024;08.00.00;6.4;100.0;150.0;813.0;23.3;27.1;1.21
07/02/2024;09.00.00;15.0;243.0;365.0;1359.0;22.6;43.3;0.68
07/02/2024;10.00.00;7.5;114.0;170.0;954.0;22.7;36.2;0.58
07/02/2024;11.00.00;6.6;107.0;160.0;950.0;20.0;23.5;1.44
07/02/2024;12.00.00;7.2;117.0;175.0;793.0;20.2;27.7;0.76
07/02/2024;13.00.00;6.8;106.0;159.0;629.0;17.5;33.4;1.35
07/02/2024;14.00.00;6.9;120.0;180.0;509.0;16.4;30.4;1.36
07/02/2024;15.00.00;7.3;109.0;164.0;570.0;18.5;43.4;1.27
07/02/2024;16.00.00;6.6;101.0;152.0;500.0;17.9;44.6;0.67
07/02/2024;17.00.00;6.3;103.0;155.0;534.0;11.8;47.9;1.32
07/02/2024;18.00.00;5.3;79.0;119.0;500.0;16.5;37.0;1.27
07/02/2024;19.00.00;6.1;80.0;120.0;500.0;18.0;51.3;1.1
07/02/2024;20.00.00;5.8;76.0;113.0;500.0;18.8;54.0;0.84
07/02/2024;21.00.00;6.4;86.0;129.0;718.0;17.5;55.8;0.76
07/02/2024;22.00.00;5.0;99.0;149.0;514.0;15.4;60.9;0.62
07/02/2024;23.00.00;5.1;103.0;154.0;754.0;20.0;58.9;1.01
08/02/2024;00.00.00;5.1;86.0;130.0;683.0;18.3;66.1;1.09
08/02/2024;01.00.00;5.8;86.0;128.0;1025.0;20.6;68.3;0.86
08/02/2024;02.00.00;5.1;64.0;96.0;1110.0;23.3;66.4;0.98
08/02/2024;03.00.00;5.4;79.0;118.0;1379.0;21.9;59.9;0.86
08/02/2024;04.00.00;5.8;80.0;119.0;1118.0;22.0;67.5;1.14
08/02/2024;05.00.00;5.8;85.0;127.0;1293.0;25.8;59.6;1.4
08/02/2024;06.00.00;5.8;93.0;140.0;1216.0;28.7;49.5;0.66
08/02/2024;07.00.00;6.4;94.0;141.0;1394.0;27.3;43.7;0.88
08/02/2024;08.00.00;7.0;83.0;124.0;1031.0;25.7;49.2;0.64
08/02/2024;09.00.00;6.2;113.0;170.0;1202.0;25.5;44.4;1.12
08/02/2024;10.00.00;6.9;97.0;146.0;969.0;23.8;30.0;1.23
08/02/2024;11.00.00;6.6;112.0;168.0;893.0;22.2;40.9;1.43
08/02/2024;12.00.00;15.0;261.0;392.0;815.0;21.8;34.2;0.78
08/02/2024;13.00.00;6.2;100.0;150.0;737.0;16.0;31.2;1.45
08/02/2024;14.00.00;6.6;83.0;124.0;581.0;17.9;27.1;0.56
08/02/2024;15.00.00;6.9;103.0;154.0;552.0;16.3;38.0;1.1
08/02/2024;16.00.00;7.3;114.0;170.0;706.0;15.8;42.4;0.56
08/02/2024;17.00.00;6.2;118.0;178.0;571.0;14.2;54.1;1.39
08/02/2024;18.00.00;5.7;83.0;124.0;539.0;16.0;54.8;1.03
08/02/2024;19.00.00;6.7;96.0;144.0;500.0;13.5;51.0;1.17
08/02/2024;20.00.00;4.8;83.0;124.0;500.0;14.6;59.4;1.33
08/02/2024;21.00.00;4.2;83.0;125.0;670.0;15.2;64.7;0.65
08/02/2024;22.00.00;5.4;108.0;163.0;740.0;19.2;63.4;0.54
08/02/2024;23.00.00;4.8;65.0;98.0;932.0;18.7;61.6;1.38
09/02/2024;00.00.00;4.5;83.0;124.0;703.0;19.1;62.3;0.81
09/02/2024;01.00.00;5.4;85.0;128.0;867.0;20.5;66.4;0.63
09/02/2024;02.00.00;5.3;93.0;139.0;738.0;22.5;65.1;0.97
09/02/2024;03.00.00;5.0;85.0;128.0;1020.0;26.8;59.1;1.1
09/02/2024;04.00.00;4.9;91.0;136.0;1306.0;21.9;44.4;0.53
09/02/2024;05.00.00;6.2;87.0;131.0;1112.0;26.2;47.4;0.77
09/02/2024;06.00.00;6.3;98.0;147.0;1302.0;25.9;53.1;0.53
09/02/2024;07.00.00;6.2;95.0;143.0;1156.0;23.1;35.5;0.92
09/02/2024;08.00.00;7.4;109.0;163.0;1198.0;27.3;48.4;1.4
09/02/2024;09.00.00;6.2;102.0;153.0;899.0;24.6;44.6;1.48
09/02/2024;10.00.00;6.1;112.0;168.0;1014.0;21.5;37.2;1.14
09/02/2024;11.00.00;6.6;109.0;164.0;500.0;17.6;38.5;0.66
09/02/2024;12.00.00;7.0;121.0;182.0;770.0;20.5;37.6;1.41
09/02/2024;13.00.00;7.1;109.0;163.0;500.0;18.6;34.9;1.02
09/02/2024;14.00.00;6.7;90.0;135.0;793.0;15.4;30.1;0.65
09/02/2024;15.00.00;6.9;118.0;177.0;642.0;14.4;44.2;1.42
09/02/2024;16.00.00;14.7;187.0;280.0;528.0;17.4;49.5;1.26
09/02/2024;17.00.00;7.0;92.0;139.0;657.0;11.3;40.1;1.23
09/02/2024;18.00.00;6.0;89.0;134.0;500.0;15.6;42.9;1.21
09/02/2024;19.00.00;6.3;105.0;157.0;693.0;14.8;53.2;0.7
09/02/2024;20.00.00;5.7;66.0;99.0;603.0;16.7;54.4;0.71
09/02/2024;21.00.00;5.5;116.0;174.0;500.0;15.9;61.3;1.19
09/02/2024;22.00.00;5.4;93.0;139.0;782.0;18.1;69.0;0.72
09/02/2024;23.00.00;5.3;83.0;124.0;519.0;17.2;53.3;0.94
10/02/2024;00.00.00;5.3;79.0;119.0;668.0;19.9;72.9;1.28
10/02/2024;01.00.00;5.7;83.0;125.0;806.0;22.3;62.5;1.28
10/02/2024;02.00.00;5.2;87.0;131.0;915.0;22.8;65.5;0.95
10/02/2024;03.00.00;5.6;91.0;136.0;914.0;24.3;63.7;1.29
10/02/2024;04.00.00;5.5;93.0;140.0;1342.0;22.5;61.2;1.34
10/02/2024;05.00.00;6.5;92.0;138.0;1145.0;23.6;54.2;1.15
10/02/2024;06.00.00;5.7;93.0;140.0;1256.0;23.9;51.5;0.73
10/02/2024;07.00.00;15.0;195.0;292.0;1095.0;24.3;47.6;0.77
10/02/2024;08.00.00;6.5;101.0;151.0;855.0;27.0;39.3;0.81
10/02/2024;09.00.00;6.0;117.0;175.0;1126.0;22.8;30.6;0.62
10/02/2024;10.00.00;6.9;114.0;171.0;694.0;20.2;30.9;0.77
10/02/2024;11.00.00;6.6;80.0;120.0;893.0;22.4;35.0;0.71
10/02/2024;12.00.00;7.4;117.0;175.0;581.0;22.7;31.1;0.96
10/02/2024;13.00.00;6.6;111.0;167.0;1014.0;16.2;31.6;1.41
10/02/2024;14.00.00;6.6;108.0;162.0;746.0;21.4;46.0;0.6
10/02/2024;15.00.00;5.8;102.0;153.0;534.0;17.3;43.7;1.22
10/02/2024;16.00.00;6.3;114.0;171.0;656.0;17.7;41.2;1.19
10/02/2024;17.00.00;5.0;108.0;163.0;500.0;18.1;49.5;0.6
10/02/2024;18.00.00;5.2;87.0;131.0;500.0;16.9;47.9;1.42
10/02/2024;19.00.00;6.1;95.0;143.0;500.0;14.9;54.4;1.07
10/02/2024;20.00.00;5.9;78.0;117.0;500.0;18.1;59.7;0.86
10/02/2024;21.00.00;5.5;71.0;106.0;721.0;17.0;58.5;1.26
10/02/2024;22.00.00;4.7;76.0;114.0;717.0;19.7;59.6;0.76
10/02/2024;23.00.00;12.5;178.0;267.0;743.0;21.1;70.6;1.19
11/02/2024;00.00.00;5.0;90.0;134.0;535.0;17.8;68.1;0.54
11/02/2024;01.00.00;4.5;86.0;128.0;750.0;22.9;53.2;1.34
11/02/2024;02.00.00;5.9;89.0;134.0;980.0;22.1;59.6;0.95
11/02/2024;03.00.00;5.7;90.0;134.0;1098.0;23.8;56.7;1.14
11/02/2024;04.00.00;13.5;162.0;243.0;966.0;24.6;54.4;0.72
11/02/2024;05.00.00;5.8;95.0;143.0;1572.0;25.0;58.2;1.18
11/02/2024;06.00.00;15.0;206.0;309.0;1443.0;28.0;50.1;1.27
11/02/2024;07.00.00;5.2;106.0;160.0;1283.0;22.1;39.2;0.97
11/02/2024;08.00.00;6.4;114.0;172.0;1158.0;20.9;40.6;1.12
11/02/2024;09.00.00;6.4;113.0;169.0;1049.0;19.7;42.1;0.96
11/02/2024;10.00.00;15.0;223.0;335.0;848.0;24.6;35.9;1.39
11/02/2024;11.00.00;6.8;120.0;180.0;916.0;19.7;32.3;1.0
11/02/2024;12.00.00;7.9;110.0;165.0;841.0;20.3;36.7;1.34
11/02/2024;13.00.00;7.3;101.0;151.0;500.0;18.5;43.6;1.3
11/02/2024;14.00.00;6.6;106.0;160.0;653.0;15.7;39.3;0.91
11/02/2024;15.00.00;7.0;98.0;147.0;500.0;18.2;45.9;0.73
